Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Kenya,Domestic General Government Expenditure on Epidemiological surveillance and risk and disease control programmes,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,500,"1,803",135,0,0
Kenya,Domestic General Government Expenditure on Preparing for disaster and emergency response programmes,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,911","1,796",0,0,0,0
Kenya,Domestic General Government Expenditure on Unspecified preventive care (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,920","2,743","2,148","3,682",0,0
Kenya,"Domestic General Government Expenditure on Governance, health system & financing administration",Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,634","34,415","34,965","41,865",0,0
Kenya,Domestic General Government Expenditure on Governance and Health system administration,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,"1,219",0,0
Kenya,Domestic General Government Expenditure on Administration of health financing,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,634","34,415","34,577","40,646",0,0
Kenya,"Domestic General Government Expenditure on Unspecified governance, and health system and financing administration (n.e.c.)",Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Domestic General Government Expenditure on Other health care services (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,488","6,865",0,0
Kenya,External health expenditure by Health Care Functions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"58,511","71,304","84,823","82,788",0,0
Kenya,External Expenditure on Curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,555","36,017","29,953","26,609",0,0
Kenya,External Expenditure on Inpatient curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,271,375,"1,701",0,0
Kenya,External Expenditure on Day curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,356",0,0,0
Kenya,External Expenditure on Outpatient curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,238","35,631","26,159","24,018",0,0
Kenya,External Expenditure on General outpatient curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,152","35,525","26,100","23,274",0,0
Kenya,External Expenditure on Dental outpatient curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
Kenya,External Expenditure on Specialised outpatient curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,106,59,730,0,0
Kenya,External Expenditure on Home-based curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,115,64,890,0,0
Kenya,External Expenditure on Rehabilitative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,400,183,17,0,0
Kenya,External Expenditure on Ancillary services (non-specified by function),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,301,584,590,0,0
Kenya,External Expenditure on Medical goods (non-specified by function),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0
Kenya,External Expenditure on Pharmaceuticals and Other medical durable goods,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Kenya,External Expenditure on Unspecified medical goods (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
Kenya,External Expenditure on Preventive care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,015","30,484","50,007","49,500",0,0
Kenya,"External Expenditure on Information, education and counseling (IEC) programmes",Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,006","9,757","14,200","16,634",0,0
Kenya,External sources of funding on Immunization Programmes ,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,"1,018","2,632","2,707",0,0
Kenya,External Expenditure on Early disease detection programmes,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,95,93,71,0,0
Kenya,External Expenditure on Healthy condition monitoring programmes,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,750","3,351","3,441","4,163",0,0
Kenya,External Expenditure on Epidemiological surveillance and risk and disease control programmes,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,288","1,569","3,265","14,953",0,0
Kenya,External Expenditure on Unspecified preventive care (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,057","14,693","26,376","10,972",0,0
Kenya,"External Expenditure on Governance, health system & financing administration",Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,363","4,098","4,084","5,040",0,0
Kenya,External Expenditure on Governance and Health system administration,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,646","3,224","1,568","4,843",0,0
Kenya,External Expenditure on Administration of health financing,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,874,630,0,0,0
Kenya,"External Expenditure on Unspecified governance, and health system and financing administration (n.e.c.)",Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,887",197,0,0
Kenya,External Expenditure on Other health care services (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,032",0,0
Kenya,Domestic Private Health Expenditure by Health Care Functions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"147,971","121,643","132,990","158,827",0,0
Kenya,Domestic Private Expenditure on Curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"127,113","104,612","114,911","136,142",0,0
Kenya,Domestic Private Expenditure on Inpatient curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,025","36,033","39,942","43,724",0,0
Kenya,Domestic Private Expenditure on Day curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Domestic Private Expenditure on Outpatient curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"82,088","68,579","74,969","92,418",0,0
Kenya,Domestic Private Expenditure on General outpatient curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"82,000","68,514","74,485","89,690",0,0
Kenya,Domestic Private Expenditure on Dental outpatient curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
Kenya,Domestic Private Expenditure on Specialised outpatient curative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,63,483,"2,728",0,0
Kenya,Domestic Private Expenditure on Rehabilitative care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,010","3,497","3,920","4,763",0,0
Kenya,Domestic Private Expenditure on Ancillary services (non-specified by function),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,910","3,410","3,822","4,633",0,0
Kenya,Domestic Private Expenditure on Medical goods (non-specified by function),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,959","4,934","5,421","6,295",0,0
Kenya,Domestic Private Expenditure on Pharmaceuticals and Other medical durable goods,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,959","4,934","5,421","6,295",0,0
Kenya,Domestic Private Expenditure on Unspecified medical goods (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Domestic Private Expenditure on Preventive care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,427,660,"1,529",0,0
Kenya,"Domestic Private Expenditure on Information, education and counseling (IEC) programmes",Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,33,0,0
Kenya,Domestic Private Expenditure on Early disease detection programmes,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,0,0,0
Kenya,Domestic Private Expenditure on Healthy condition monitoring programmes,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,2,2,0,0
Kenya,Domestic Private Expenditure on Epidemiological surveillance and risk and disease control programmes,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,406,498,"1,489",0,0
Kenya,Domestic Private Expenditure on Preparing for disaster and emergency response programmes,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Domestic Private Expenditure on Unspecified preventive care (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,77,4,0,0
Kenya,"Domestic Private Expenditure on Governance, health system & financing administration",Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,405","4,763","4,256","5,466",0,0
Kenya,Domestic Private Expenditure on Governance and Health system administration,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
Kenya,Domestic Private Expenditure on Administration of health financing,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,404","4,763","4,256","5,412",0,0
Kenya,"Domestic Private Expenditure on Unspecified governance, and health system and financing administration (n.e.c.)",Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Domestic Private Expenditure on Other health care services (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Current health expenditure by Diseases and Conditions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"338,146","382,862","447,260",0,0
Kenya,Infectious and Parasitic Diseases,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"185,076","203,460","226,247",0,0
Kenya,HIV/AIDS and Other Sexually Transmitted Diseases (STDs),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,525","84,512","84,130",0,0
Kenya,Tuberculosis (TB),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,627","10,553","8,725",0,0
Kenya,Malaria,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,909","28,658","32,379",0,0
Kenya,Neglected Tropical Diseases (NTDs),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,46,0,0
Kenya,Reproductive Health,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,033","73,393","91,556",0,0
Kenya,Maternal Conditions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,752","48,079","62,010",0,0
Kenya,Perinatal Conditions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,727","7,932","10,597",0,0
Kenya,Contraceptive Management (Family Planning),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,361","9,671","11,466",0,0
Kenya,Unspecified reproductive health conditions (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,"7,710","7,484",0,0
Kenya,Nutritional Deficiencies,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,927","17,844","21,577",0,0
Kenya,Noncommunicable Diseases (NCDs),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,046","45,461","52,657",0,0
Kenya,Injuries,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,104","12,411","15,001",0,0
Kenya,Other and unspecified Diseases and Conditions (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,960","30,293","40,221",0,0
Kenya,Domestic general government health expenditure by Diseases and Conditions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"145,199","165,050","205,646",0,0
Kenya,Domestic General Government Expenditure on Infectious and Parasitic Diseases,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"70,274","78,345","90,928",0,0
Kenya,Domestic General Government Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,692","22,643","20,971",0,0
Kenya,Domestic General Government Expenditure on Tuberculosis (TB),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,198","3,223","4,433",0,0
Kenya,Domestic General Government Expenditure on Malaria,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,677","10,323","13,304",0,0
Kenya,Domestic General Government Expenditure on Reproductive Health,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,508","28,399","40,429",0,0
Kenya,Domestic General Government Expenditure on Maternal Conditions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,142","20,984","29,997",0,0
Kenya,Domestic General Government Expenditure on Perinatal Conditions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,140","4,080","5,978",0,0
Kenya,Domestic General Government Expenditure on Contraceptive Management (Family Planning),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,227","3,335","4,449",0,0
Kenya,Domestic General Government Expenditure on Unspecified reproductive health conditions (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Kenya,Domestic General Government Expenditure on Nutritional Deficiencies,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,056","4,293","5,819",0,0
Kenya,Domestic General Government Expenditure on Noncommunicable Diseases (NCDs),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,046","23,241","31,722",0,0
Kenya,Domestic General Government Expenditure on Injuries,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,709","6,497","8,081",0,0
Kenya,Domestic General Government Expenditure on other and unspecified Diseases and Conditions (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,605","24,275","28,668",0,0
Kenya,External sources of funding by Diseases and Conditions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,304","84,823","82,788",0,0
Kenya,External sources of funding on Infectious and Parasitic Diseases,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"62,100","68,071","67,110",0,0
Kenya,External sources of funding on HIV/AIDS and Sexually Transmitted Diseases (STDs),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"55,605","50,793","56,564",0,0
Kenya,External sources of funding on Tuberculosis (TB),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,739","5,149","2,118",0,0
Kenya,External sources of funding on Malaria,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,648","7,675","4,022",0,0
Kenya,External sources of funding on Neglected Tropical Diseases (NTDs),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,46,0,0
Kenya,External sources of funding on Reproductive Health,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,455","9,133","6,942",0,0
Kenya,External sources of funding on Maternal Conditions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,059",186,"1,142",0,0
Kenya,External sources of funding on Perinatal Conditions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,0,0
Kenya,External sources of funding on Contraceptive Management (Family Planning),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,"1,236",624,0,0
Kenya,External sources of funding on Unspecified reproductive health conditions (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,"7,705","5,147",0,0
Kenya,External sources of funding on Nutritional Deficiencies,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,756","2,255","1,334",0,0
Kenya,External sources of funding on Noncommunicable Diseases (NCDs),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,707","3,748","1,919",0,0
Kenya,External sources of funding on Injuries,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,51,0,0
Kenya,External sources of funding on other and unspecified Diseases and Conditions (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,286","1,474","5,432",0,0
Kenya,Domestic Private Health expenditure by Diseases and Conditions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"121,643","132,990","158,827",0,0
Kenya,Domestic Private Expenditure on Infectious and Parasitic Diseases,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,703","57,044","68,210",0,0
Kenya,Domestic Private Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,228","11,076","6,595",0,0
Kenya,Domestic Private Expenditure on Tuberculosis (TB),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,690","2,181","2,175",0,0
Kenya,Domestic Private Expenditure on Malaria,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,584","10,660","15,054",0,0
Kenya,Domestic Private Expenditure on Neglected Tropical Diseases (NTDs),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Domestic Private Expenditure on Reproductive Health,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33,070","35,860","44,185",0,0
Kenya,Domestic Private Expenditure on Maternal Conditions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,551","26,910","30,871",0,0
Kenya,Domestic Private Expenditure on Perinatal Conditions,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,587","3,846","4,590",0,0
Kenya,Domestic Private Expenditure on Contraceptive Management (Family Planning),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,932","5,100","6,393",0,0
Kenya,Domestic Private Expenditure on Unspecified reproductive health conditions (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"2,332",0,0
Kenya,Domestic Private Expenditure on Nutritional Deficiencies,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,114","11,297","14,424",0,0
Kenya,Domestic Private Expenditure on Noncommunicable Diseases (NCDs),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,293","18,472","19,017",0,0
Kenya,Domestic Private Expenditure on Injuries,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,395","5,772","6,869",0,0
Kenya,Domestic Private Expenditure on other and unspecified diseases/conditions (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,069","4,545","6,122",0,0
Kenya,Less than five-year-old population (< 5-y),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"110,943","127,684","150,702",0,0
Kenya,Domestic General Government Health Expenditure in the less than five-year-old population (< 5-y),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57,469","65,824","79,833",0,0
Kenya,External sources of funding in the less than five-year-old population (< 5-y),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,034","8,992","8,820",0,0
Kenya,Domestic Private Expenditure in the less than five-year-old population (< 5-y),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,440","52,868","62,050",0,0
Kenya,Current health expenditure by health care providers,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"361,044","338,146","382,862","447,260",0,0
Kenya,Hospitals,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"171,475","160,600","172,912","219,237",0,0
Kenya,General hospitals,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"169,236","158,503","171,208","216,311",0,0
Kenya,Mental health hospitals,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,668,677,21,0,0
Kenya,Specialised hospitals (Other than mental health hospitals),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,525","1,428","1,027","2,906",0,0
Kenya,Residential long-term care facilities,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,765","3,526","3,941","4,785",0,0
Kenya,Long-term nursing care facilities,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,734","3,497","3,919","4,763",0,0
Kenya,Mental health and substance abuse facilities,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,22,22,0,0
Kenya,Other residential long-term care facilities,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kenya,Providers of ambulatory health care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"88,738","83,110","93,333","106,087",0,0
Kenya,Medical practices,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,70,10,15,0,0
Kenya,Other health care practitioners,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,815","7,319","11,091","15,400",0,0
Kenya,Ambulatory health care centres,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"80,828","75,702","81,864","90,401",0,0
Kenya,Providers of home health care services,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,369,271,0,0
Kenya,Providers of ancillary services,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,162","3,898","4,818","4,938",0,0
Kenya,Providers of patient transportation and emergency rescue,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kenya,Medical and diagnostic laboratories,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,958","3,707","4,818","4,938",0,0
Kenya,Other providers of ancillary services,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,190,0,0,0,0
Kenya,Retailers and Other providers of medical goods,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,389","5,048","5,490","6,454",0,0
Kenya,Pharmacies,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,"1,420",274,0,0
Kenya,Retail sellers and Other suppliers of durable medical goods and medical appliances,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,377","5,036","4,070","6,180",0,0
Kenya,Providers of preventive care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,978","37,442","51,200","40,125",0,0
Kenya,Providers of health care system administration and financing,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,661","42,765","43,524","52,221",0,0
Kenya,Government health administration agencies,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,915","28,018","27,839","33,395",0,0
Kenya,Social health insurance agencies,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,866","8,304","8,240","12,655",0,0
Kenya,Private health insurance administration agencies,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,263","4,930","4,439","5,590",0,0
Kenya,Other administration agencies,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,616","1,514","3,006",581,0,0
Kenya,Rest of economy,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,831","1,714","7,593","13,322",0,0
Kenya,Households as providers of home health care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,102,63,88,0,0
Kenya,All Other industries as secondary providers of health care,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,722","1,612","7,530","13,234",0,0
Kenya,Rest of the world,Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,52,69,0,0
Kenya,Unspecified health care providers (n.e.c.),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
Kenya,Capital health expenditure,Million NCU,0,0,0,0,0,0,0,0,0,0,"6,765",0,0,"19,315",0,0,"20,057","48,327","49,329","50,435",0,0
Kenya,Capital Health Expenditure (Domestic Public),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,676","40,520","45,707","47,127",0,0
Kenya,Capital Health Expenditure (External),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,879","7,555","3,366","2,740",0,0
Kenya,Capital Health Expenditure (Domestic Private),Million NCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,252,256,567,0,0
Kenya,Gross Domestic Product (GDP),Million NCU,"1,386,839","1,468,877","1,498,605","1,624,373","1,804,406","1,987,651","2,139,104","2,471,104","2,840,257","3,275,642","3,597,630","4,162,514","4,767,191","5,311,322","6,003,835","6,884,317","7,594,064","8,483,396","9,340,307","10,237,730","10,716,034","12,098,202"
Kenya,Final consumption expenditure of Households and profit institutions serving households (PFC),Million NCU,"870,314","942,437","944,949","1,013,289","1,117,320","1,239,261","1,419,467","1,610,385","1,870,427","2,183,599","2,445,293","2,936,351","3,355,112","3,831,453","4,316,540","4,955,073","5,536,203","6,601,696","7,264,882","7,972,289","8,151,503","9,188,663"
Kenya,General government expenditure (GGE),Million NCU,"195,461","219,443","234,542","260,116","278,742","322,976","370,286","446,675","537,244","664,108","775,050","837,428","1,053,448","1,233,845","1,406,390","1,640,308","1,924,671","2,135,178","2,283,901","2,498,002","2,657,123","2,886,740"
Kenya,Purchasing Power Parity (NCU per Int$),0,22,22,21,22,23,24,25,26,29,33,33,35,38,38,38,39,39,40,41,42,43,44
Kenya,Exchange Rate  (NCU per US$),0,76,79,79,76,79,76,72,67,69,77,79,89,85,86,88,98,102,103,101,102,106,110
Kenya,Gross domestic product - Price index (2021=100),0,28,28,29,30,32,34,34,37,42,47,48,53,58,62,67,73,78,84,87,91,95,100
Kenya,Population (in thousands),0,"30,852","31,800","32,780","33,767","34,792","35,843","36,925","38,037","39,187","40,364","41,518","42,635","43,726","44,792","45,832","46,851","47,895","48,948","49,953","50,951","51,986","53,006"
